time,symbol,action,price,pnl,reason,market,tp,sl
2025-04-24 11:18:45,DOGEUSDT,OPEN,0.17289,,,BEARISH,0.1699710488116717,0.1736866393856164
2025-04-24 11:19:50,DOGEUSDT,PARTIAL_CLOSE_40%_1.0xATR,0.17295,-0.069408294291173,,BEARISH,0.1699710488116717,0.1736866393856164
2025-04-24 11:20:22,DOGEUSDT,PARTIAL_CLOSE_40%_1.5xATR,0.17286,0.03470414714555439,,BEARISH,0.1699710488116717,0.1736866393856164
